,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,department,odds,Emp_ID
2817,0.99,1.0,4,223,2,1,0,1,6,0.9892968,14067
2818,0.64,0.9,2,101,6,0,0,1,0,0.00022414327,14068
2819,0.96,0.37,2,159,6,0,0,1,1,0.005990118,14069
2820,0.92,0.54,5,141,2,0,0,1,1,0.99031234,14070
2821,0.22,0.52,5,147,5,1,0,1,1,0.9703419,14071
2822,0.82,0.99,5,252,3,1,0,1,1,0.026509136,14072
2823,0.75,0.89,3,196,3,0,0,1,1,0.9839008,14073
2824,0.2,0.89,6,244,3,0,0,1,1,0.010694236,14074
2825,0.64,0.73,3,142,3,0,0,1,5,0.008789986,14075
2826,0.62,0.9,4,155,4,0,0,1,7,0.00014823675,14076
2827,0.73,0.59,3,219,2,0,0,1,2,0.0006580353,14077
2828,0.52,0.51,3,213,4,0,0,1,8,0.012184113,14078
2829,0.63,0.67,5,263,3,0,0,2,9,0.01451683,14079
2830,0.84,0.92,4,274,3,0,0,2,4,0.0053112507,14080
2831,0.49,0.96,3,140,3,0,0,2,5,0.00507468,14081
2832,0.54,0.78,4,176,2,0,0,2,5,0.36714888,14082
2833,0.52,0.78,4,206,2,0,0,2,5,0.03278464,14083
2834,0.66,0.63,6,223,6,0,0,2,7,0.024255097,14084
2835,0.73,0.41,2,231,6,1,0,2,7,0.00040364265,14085
2836,0.54,0.64,3,250,3,0,0,2,7,0.07082972,14086
2837,0.72,0.68,5,266,4,0,0,2,7,0.9730793,14087
2838,0.75,0.64,4,247,3,1,0,2,7,0.00046736002,14088
2839,0.77,0.57,3,189,2,0,0,2,7,0.91865104,14089
2840,0.42,0.94,5,227,5,0,0,2,7,0.03726384,14090
2841,0.13,0.69,4,127,4,0,0,0,7,0.017667592,14091
2842,0.73,0.88,5,204,5,0,0,1,7,0.020459443,14092
2843,0.5,0.95,5,137,3,0,0,2,7,0.000685364,14093
2844,0.92,0.62,4,265,3,1,0,2,7,0.9801452,14094
2845,0.73,0.66,3,135,2,0,0,2,7,0.0021600127,14095
2846,0.74,0.38,2,126,3,0,0,2,7,0.034474105,14096
2847,0.76,0.78,3,189,2,0,0,1,7,0.0024399161,14097
2848,0.53,0.92,3,207,4,1,0,1,7,0.061344653,14098
2849,0.65,0.72,3,134,3,0,0,1,7,0.5836182,14099
2850,0.91,0.85,4,203,2,0,0,1,7,0.0006931722,14100
2851,0.69,0.76,5,222,3,1,0,1,7,0.00092995167,14101
2852,0.56,0.66,3,232,2,0,0,1,7,0.011543244,14102
2853,0.55,0.81,4,267,5,0,0,1,2,0.0059440136,14103
2854,0.74,0.5,5,131,3,0,0,1,2,0.107821226,14104
2855,0.86,0.86,3,155,4,0,0,1,2,0.9039371,14105
2856,0.82,0.74,3,232,3,0,0,1,3,0.003971219,14106
2857,0.35,0.8,3,137,5,0,0,1,3,0.01508072,14107
2858,0.93,0.99,4,136,4,0,0,1,3,0.949888,14108
2859,0.55,0.77,3,237,2,0,0,1,3,0.01788345,14109
2860,0.99,0.68,4,190,3,0,0,1,9,0.0018749237,14110
2861,0.91,0.89,4,144,3,1,0,1,9,0.9811735,14111
2862,0.24,0.65,6,194,3,0,0,1,9,0.0028753877,14112
2863,0.77,0.67,3,186,2,0,0,1,9,0.38362107,14113
2864,0.64,0.66,3,218,3,0,0,1,9,0.6649534,14114
2865,0.58,0.76,5,260,2,1,0,1,9,0.2761071,14115
2866,0.65,0.99,4,200,4,0,0,1,9,0.00058317184,14116
2867,0.44,0.68,3,140,3,0,0,1,9,0.015117645,14117
2868,0.59,0.75,2,156,3,0,0,2,9,0.9172083,14118
2869,0.99,0.56,3,193,3,1,0,2,9,0.9906496,14119
2870,0.75,0.79,4,145,3,0,0,2,9,0.00075504184,14120
2871,0.77,0.49,4,217,2,0,0,2,8,0.9787961,14121
2872,0.85,0.64,4,162,3,0,0,2,8,0.018864542,14122
2873,0.77,0.93,5,182,4,0,0,2,8,0.033764333,14123
2874,0.54,0.95,3,221,3,0,0,2,8,0.0026397705,14124
2875,0.69,0.82,4,208,2,0,0,2,8,0.03100279,14125
2876,0.66,0.65,5,161,3,0,0,2,8,0.0029639006,14126
2877,0.51,0.65,4,269,3,0,0,2,8,0.0013925135,14127
2878,0.74,0.59,4,155,3,0,0,2,8,9.2843664e-05,14128
2879,0.55,0.72,3,110,3,0,0,2,8,0.016646832,14129
2880,0.65,0.84,3,154,3,0,0,0,8,0.010904938,14130
2881,0.2,0.77,6,213,4,0,0,1,8,0.012222052,14131
2882,0.92,0.94,5,248,3,0,0,2,9,0.001673162,14132
2883,0.57,0.6,3,202,3,0,0,2,9,0.0057353377,14133
2884,0.75,0.78,2,251,6,0,0,2,9,7.53818e-05,14134
2885,0.68,0.84,3,239,2,0,0,2,4,0.9846461,14135
2886,0.97,0.7,3,203,3,0,0,1,0,2.1130694e-05,14136
2887,0.79,0.48,4,184,5,1,0,1,0,0.011879176,14137
2888,0.66,0.75,4,203,3,1,0,1,0,0.024972528,14138
2889,0.96,0.69,3,214,2,1,0,1,0,0.0060840547,14139
2890,0.73,0.69,4,161,3,0,0,1,0,0.8755427,14140
2891,0.29,0.58,5,234,2,0,0,1,6,0.00021475554,14141
2892,0.58,0.56,3,151,2,0,0,1,6,0.000770092,14142
2893,0.72,0.58,4,149,3,0,0,1,6,0.0019280314,14143
2894,0.94,0.87,4,240,3,0,0,1,6,0.45459872,14144
2895,0.48,0.56,5,140,2,0,0,1,0,0.008799255,14145
2896,0.6,0.99,3,187,2,0,0,1,1,0.9925858,14146
2897,0.97,0.58,5,156,2,1,0,1,1,0.02616474,14147
2898,0.74,0.41,4,250,4,0,0,1,1,0.034617722,14148
2899,0.97,0.61,3,165,2,0,0,1,1,0.8783492,14149
2900,0.88,0.67,5,260,3,1,0,1,1,0.023906112,14150
2901,0.5,0.7,3,274,3,0,0,1,5,0.009170979,14151
2902,0.93,0.98,4,160,3,0,0,1,7,0.9834576,14152
2903,0.3,0.7,5,280,4,1,0,1,2,0.015105814,14153
2904,0.69,0.53,3,142,3,0,0,1,8,0.021305889,14154
2905,0.69,0.9,2,155,2,0,0,1,9,0.10172856,14155
2906,0.53,0.67,4,167,2,0,0,1,4,0.11962944,14156
2907,0.32,0.8,3,263,3,0,0,2,5,0.00029039383,14157
2908,0.73,0.75,3,259,4,0,0,2,5,0.9480128,14158
2909,0.77,0.61,4,223,3,0,0,2,5,6.284981e-05,14159
2910,0.59,0.81,6,123,5,0,0,2,7,0.025391072,14160
2911,0.19,0.51,5,226,3,0,0,2,7,0.039039105,14161
2912,0.78,0.95,3,270,2,0,0,2,7,0.16267964,14162
2913,0.84,0.74,3,139,3,0,0,2,7,0.009421796,14163
2914,0.65,0.77,5,241,2,0,0,2,7,0.024629802,14164
2915,0.38,0.43,2,160,6,0,0,2,7,0.0016965568,14165
2916,0.12,0.47,3,258,5,0,0,2,7,0.0017068386,14166
2917,0.74,0.81,5,106,5,0,0,2,7,0.034244746,14167
2918,0.67,0.82,4,171,2,0,0,2,7,0.97744006,14168
2919,0.5,0.79,3,186,3,0,0,0,7,0.9960324,14169
2920,0.99,0.39,6,214,5,1,0,1,7,0.0019879043,14170
2921,0.79,0.89,4,240,3,0,0,2,7,0.0077719092,14171
2922,0.72,0.51,4,164,3,0,0,2,7,0.0057136416,14172
2923,0.83,0.57,4,232,3,0,0,2,7,0.08793175,14173
2924,0.69,0.55,5,242,2,0,0,2,7,0.036770195,14174
2925,0.5,0.89,5,222,3,0,0,1,7,0.11693981,14175
2926,0.82,0.84,3,139,2,1,0,1,7,0.013029963,14176
2927,0.68,0.56,4,272,3,0,0,1,7,0.010163546,14177
2928,0.82,0.69,4,262,2,0,0,1,7,0.0014093816,14178
2929,0.32,0.81,2,249,3,0,0,1,2,0.018007368,14179
2930,0.93,0.86,4,219,3,0,0,1,2,0.9167149,14180
2931,0.42,0.73,4,208,5,0,0,1,2,0.005970329,14181
2932,0.22,0.44,3,166,6,0,0,1,3,0.98518825,14182
2933,0.56,0.88,3,174,3,0,0,1,3,0.9910439,14183
2934,0.77,0.75,4,225,3,0,0,1,3,0.996766,14184
2935,0.29,0.48,2,116,6,1,0,1,3,0.9750954,14185
2936,0.97,0.65,3,219,2,0,0,1,9,0.043035,14186
2937,0.91,0.7,4,196,2,0,0,1,9,0.006005585,14187
2938,0.52,0.67,4,210,3,1,0,1,9,0.0009177625,14188
2939,0.54,0.64,2,219,3,0,0,1,9,0.0001848638,14189
2940,0.54,0.98,3,197,3,0,0,1,9,0.017303348,14190
2941,0.67,0.52,2,102,6,0,0,1,9,0.004519582,14191
2942,0.72,0.85,3,186,4,0,0,1,9,0.00024208426,14192
2943,0.68,0.51,4,224,2,0,0,1,9,0.1176424,14193
2944,0.65,0.98,3,283,2,1,0,1,9,0.012108386,14194
2945,0.72,0.98,5,197,4,0,0,1,9,0.9360813,14195
2946,0.51,0.79,5,267,3,0,0,2,9,0.02512893,14196
2947,0.8,0.58,4,172,3,0,0,2,8,0.0033963919,14197
2948,0.83,0.93,4,261,2,0,0,2,8,0.008989096,14198
2949,0.15,0.86,3,204,4,0,0,2,8,0.0009636581,14199
2950,0.5,0.73,4,237,2,0,0,2,8,0.009861231,14200
2951,0.8,0.55,2,212,3,0,0,2,8,0.20131999,14201
2952,0.96,0.62,4,217,2,0,0,2,8,0.015128434,14202
2953,0.67,0.7,5,159,3,1,0,2,8,0.00036039948,14203
2954,0.98,0.96,5,139,3,0,0,2,8,3.1620715e-05,14204
2955,0.88,0.59,5,230,3,0,0,2,8,0.012946367,14205
2956,0.85,0.79,3,157,4,0,0,2,8,0.010412872,14206
2957,0.75,0.7,5,269,3,0,0,2,8,0.00031360984,14207
2958,0.38,0.77,2,170,3,0,0,0,9,0.03130722,14208
2959,0.55,0.82,2,197,4,0,0,1,9,0.016674995,14209
2960,0.63,0.89,4,246,3,0,0,2,9,0.014409155,14210
2961,0.78,0.51,4,278,3,0,0,2,4,0.0037316978,14211
2962,0.99,0.84,5,138,2,0,0,2,0,0.9777082,14212
2963,0.72,0.87,3,238,3,0,0,2,0,0.6396738,14213
2964,0.14,0.83,5,175,6,1,0,1,0,0.9925858,14214
2965,0.81,0.67,4,216,3,0,0,1,0,0.002872318,14215
2966,0.73,0.86,4,196,4,1,0,1,0,0.0002104044,14216
2967,0.58,0.8,5,187,3,1,0,1,6,0.9611939,14217
2968,0.24,0.85,4,155,5,0,0,1,6,0.9697856,14218
2969,0.31,0.86,3,205,5,0,0,1,6,0.0025429726,14219
2970,0.74,0.63,3,230,2,0,0,1,6,0.9923953,14220
2971,0.86,0.69,5,157,3,0,0,1,0,0.77001226,14221
2972,0.22,0.8,4,287,4,0,0,1,1,0.16889891,14222
2973,0.66,0.7,4,161,3,0,0,1,1,0.024396747,14223
2974,0.21,0.76,5,239,2,0,0,1,1,0.025600225,14224
2975,0.95,0.61,3,267,2,0,0,1,1,0.00038823485,14225
2976,0.24,0.55,5,208,5,0,0,1,1,0.0029974878,14226
2977,0.66,0.95,3,133,3,0,0,1,5,0.00030514598,14227
2978,0.88,0.86,3,187,3,0,0,1,5,0.007621497,14228
2979,0.67,0.61,4,140,2,0,0,1,7,0.033121675,14229
2980,0.75,0.58,4,270,3,0,0,1,2,0.0023193657,14230
2981,0.93,0.48,3,147,3,0,0,1,8,0.92098695,14231
2982,0.64,0.71,3,181,2,0,0,1,9,0.0036180913,14232
2983,0.51,0.53,3,156,3,0,0,1,4,0.9790912,14233
2984,0.98,0.5,4,207,3,0,0,1,5,0.02933395,14234
2985,0.72,0.63,4,241,4,1,0,2,5,0.0004916191,14235
2986,0.51,0.75,4,154,3,0,0,2,5,0.013018221,14236
2987,0.54,0.58,4,206,3,0,0,2,7,0.024930447,14237
2988,0.99,0.76,4,204,2,0,0,2,7,0.0063863695,14238
2989,0.44,0.9,4,117,3,0,0,2,7,0.018698275,14239
2990,0.74,0.48,5,144,3,0,0,2,7,0.97260284,14240
2991,0.9,0.77,3,156,3,0,0,2,7,0.0022191703,14241
2992,0.86,0.58,4,211,4,0,0,2,7,0.0025746226,14242
2993,0.66,0.52,3,149,4,1,0,2,7,0.000112738155,14243
2994,0.64,0.96,4,152,5,0,0,2,7,0.007561952,14244
2995,0.5,0.59,4,192,2,0,0,2,7,0.0133625865,14245
2996,0.88,0.68,4,274,4,0,0,2,7,6.67337e-05,14246
2997,0.72,0.47,5,168,6,0,0,0,7,0.9460741,14247
2998,0.53,0.53,4,205,3,0,0,1,7,0.0043953955,14248
2999,0.83,0.77,3,228,3,0,0,2,7,0.0389421,14249
3000,0.24,0.52,4,228,5,0,0,2,7,0.69289047,14250
3001,0.66,0.75,5,227,3,1,0,2,7,0.03382668,14251
3002,0.43,0.63,3,156,3,0,0,2,7,0.005150199,14252
3003,0.75,0.66,5,177,2,0,0,1,7,0.026416868,14253
3004,0.42,0.89,6,188,5,1,0,1,7,0.9973607,14254
3005,0.54,0.74,3,185,4,0,0,1,7,8.180151e-05,14255
3006,0.84,0.85,3,153,4,0,0,1,2,0.0082137585,14256
3007,0.95,0.79,4,174,3,0,0,1,2,0.9728478,14257
3008,0.6,0.61,4,209,3,0,0,1,2,0.005091578,14258
3009,0.95,0.71,3,251,2,1,0,1,3,0.0016020536,14259
3010,0.62,0.89,3,153,3,1,0,1,3,0.78189445,14260
3011,0.89,0.73,3,210,2,0,0,1,3,0.9570902,14261
3012,0.73,0.93,5,167,3,0,0,1,3,0.9450079,14262
3013,0.86,0.94,3,151,2,0,0,1,9,0.8999237,14263
3014,0.76,0.73,3,158,2,0,0,1,9,0.0018343031,14264
3015,0.91,0.76,3,116,5,0,0,1,9,0.0779545,14265
3016,1.0,0.81,5,178,2,0,0,1,9,0.0028030872,14266
3017,0.98,0.78,4,155,3,1,0,1,9,0.0023519397,14267
3018,0.65,0.89,3,151,2,0,0,1,9,0.0016905963,14268
3019,0.62,0.79,4,216,2,1,0,1,9,0.003460437,14269
3020,0.83,0.82,5,179,3,0,0,1,9,0.001378417,14270
3021,0.75,1.0,4,135,4,0,0,1,9,0.017352551,14271
3022,0.82,0.63,4,232,4,0,0,1,9,0.0072218776,14272
3023,0.69,0.68,4,168,3,0,0,1,9,0.0002502799,14273
3024,0.41,0.96,6,171,5,1,0,2,8,0.006362736,14274
3025,0.52,0.64,5,258,2,0,0,2,8,0.025335938,14275
3026,0.74,0.86,3,221,2,0,0,2,8,0.018351376,14276
3027,0.33,0.96,5,97,3,0,0,2,8,0.0015429258,14277
3028,0.8,0.69,3,164,3,0,0,2,8,0.98114645,14278
3029,0.82,0.89,4,237,3,0,0,2,8,0.00905624,14279
3030,0.59,0.65,5,161,2,0,0,2,8,0.3682192,14280
3031,0.98,0.8,4,134,2,1,0,2,8,0.9821696,14281
3032,0.93,0.94,4,188,3,0,0,2,8,0.9904176,14282
3033,0.49,0.95,4,181,3,0,0,2,8,0.9897241,14283
3034,0.6,0.94,4,160,2,0,0,2,8,0.0011060536,14284
3035,0.34,0.82,6,197,5,1,0,2,9,0.0013652444,14285
3036,0.71,0.77,3,145,3,0,0,0,9,0.014533222,14286
3037,0.6,0.64,5,221,2,0,0,1,9,0.012950242,14287
3038,0.12,0.78,6,260,5,0,0,2,4,0.021842867,14288
3039,0.16,0.87,3,99,5,1,0,2,0,0.8910432,14289
3040,0.57,0.61,3,243,3,0,0,2,0,0.15899965,14290
3041,0.72,0.8,5,244,3,0,0,2,0,0.021348834,14291
3042,0.91,0.55,4,179,4,0,0,1,0,0.052065253,14292
3043,0.95,0.49,4,146,6,1,0,1,0,0.0018713474,14293
3044,0.71,0.9,3,262,2,1,0,1,6,0.076636225,14294
3045,0.9,0.69,4,174,2,0,0,1,6,0.004095316,14295
3046,0.66,0.81,4,148,4,0,0,1,6,0.019854367,14296
3047,0.48,0.59,5,235,3,0,0,1,6,0.02876535,14297
3048,0.82,0.82,5,285,2,1,0,1,0,0.9292369,14298
3049,0.83,0.79,4,143,3,0,0,1,1,0.11693981,14299
3050,0.85,0.82,6,141,5,0,0,1,1,0.0010282397,14300
3051,0.84,0.47,3,125,4,0,0,1,1,0.038986266,14301
3052,0.99,0.51,4,232,3,0,0,1,1,0.016597688,14302
3053,0.54,0.72,3,172,2,0,0,1,1,0.0108707845,14303
3054,0.64,0.42,5,283,5,0,0,1,5,0.11585218,14304
3055,0.67,0.68,3,189,3,0,0,1,7,0.016121715,14305
3056,0.48,0.54,2,144,3,0,0,1,2,0.0049235225,14306
3057,0.58,0.77,4,145,3,1,0,1,8,0.0027396083,14307
3058,0.54,0.59,3,200,3,0,0,1,9,0.0022832751,14308
3059,0.25,0.65,3,264,4,0,0,1,4,0.066778064,14309
3060,0.9,0.53,3,215,3,0,0,1,5,0.00808993,14310
3061,0.48,0.39,4,272,3,0,0,1,5,0.8453193,14311
3062,0.76,0.9,5,142,3,0,0,1,5,0.8755427,14312
3063,0.72,0.53,5,240,2,0,0,2,7,0.00051403046,14313
3064,0.95,0.66,4,168,2,0,0,2,7,0.0038244426,14314
3065,0.73,0.55,4,171,4,0,0,2,7,0.0082324445,14315
3066,0.93,0.7,3,159,2,0,0,2,7,0.9457185,14316
3067,0.89,0.61,3,175,4,0,0,2,7,0.008758485,14317
3068,0.7,0.97,4,244,3,0,0,2,7,0.0025165677,14318
3069,0.98,0.57,3,198,3,0,0,2,7,0.99261266,14319
3070,0.72,0.65,5,151,3,0,0,2,7,0.005611688,14320
3071,0.49,0.69,2,188,4,0,0,2,7,0.003656,14321
3072,0.15,0.85,3,199,2,0,0,2,7,0.0009765029,14322
3073,0.57,0.96,4,257,3,0,0,2,7,0.98652506,14323
3074,0.21,0.81,4,144,4,0,0,2,7,0.0012096763,14324
3075,0.46,0.57,4,275,3,0,0,0,7,0.04562992,14325
3076,0.56,0.52,3,243,3,0,0,1,7,0.013790458,14326
3077,0.81,0.66,3,181,2,1,0,2,7,0.9963945,14327
3078,0.93,0.59,5,172,3,0,0,2,7,0.0003848374,14328
3079,0.82,0.97,3,244,5,0,0,2,7,0.0008752644,14329
3080,0.76,0.51,4,242,3,0,0,2,7,0.113654196,14330
3081,0.97,0.81,3,249,2,0,0,1,7,0.01669082,14331
3082,0.38,0.81,5,128,3,1,0,1,2,0.039553195,14332
3083,0.46,0.49,3,213,3,0,0,1,2,0.0031661987,14333
3084,0.34,0.57,4,152,3,1,0,1,2,0.0015689433,14334
3085,0.63,0.76,4,245,3,0,0,1,3,0.00089266896,14335
3086,0.57,0.56,4,113,3,0,0,1,3,0.021411806,14336
3087,0.17,0.76,4,280,5,0,0,1,3,0.0020353496,14337
3088,0.74,0.67,3,273,3,1,0,1,3,0.0012899041,14338
3089,0.59,0.56,4,221,3,1,0,1,9,0.0016292334,14339
3090,0.49,0.61,5,133,3,0,0,1,9,0.00079736114,14340
3091,0.49,0.58,3,136,4,1,0,1,9,0.001517117,14341
3092,0.61,0.71,4,243,3,1,0,1,9,0.09649271,14342
3093,0.81,0.79,5,135,3,0,0,1,9,0.009765625,14343
3094,0.74,0.63,3,231,3,0,0,1,9,0.008957148,14344
3095,0.91,0.98,3,259,4,0,0,1,9,0.0018873215,14345
3096,0.71,0.66,3,238,2,0,0,1,9,0.90002716,14346
3097,0.73,0.71,3,210,3,0,0,1,9,0.007999569,14347
3098,0.44,0.4,3,120,6,0,0,1,9,0.617139,14348
3099,0.6,0.56,2,203,4,0,0,1,9,0.0154853165,14349
3100,0.73,0.88,4,148,2,0,0,1,8,0.00077205896,14350
3101,0.8,0.54,4,258,3,0,0,1,8,0.051963925,14351
3102,0.97,0.5,3,225,2,0,0,2,8,0.0012745857,14352
3103,0.99,0.75,4,208,2,0,0,2,8,0.02256313,14353
3104,0.96,0.82,4,274,3,0,0,2,8,0.020149738,14354
3105,0.24,0.7,5,147,6,1,0,2,8,0.0017922223,14355
3106,0.45,0.39,2,167,3,0,0,2,8,0.9874892,14356
3107,0.74,0.96,4,154,4,0,0,2,8,0.013053656,14357
3108,0.6,0.98,4,195,3,0,0,2,8,0.0029982924,14358
3109,0.67,0.56,3,237,4,0,0,2,8,0.010114342,14359
3110,0.57,0.99,4,222,2,0,0,2,8,0.997072,14360
3111,0.87,0.71,5,145,4,0,0,2,9,0.00023773313,14361
3112,0.25,0.83,3,257,5,1,0,2,9,0.028764874,14362
3113,0.98,0.84,3,286,4,0,0,2,9,0.0011949241,14363
3114,0.3,0.64,2,137,3,0,0,0,4,0.003630668,14364
3115,0.21,0.52,5,130,2,0,0,1,0,0.0050851107,14365
3116,0.56,0.7,3,214,2,0,0,2,0,0.0020346344,14366
3117,0.75,0.96,3,138,2,0,0,2,0,0.0025919974,14367
3118,0.5,0.77,3,166,3,0,0,2,0,0.0033963919,14368
3119,0.61,0.92,4,159,5,0,0,2,0,0.00044173002,14369
3120,0.83,0.59,5,160,4,0,0,1,6,0.9930865,14370
3121,0.66,0.76,3,155,4,1,0,1,6,0.9904375,14371
3122,0.84,0.68,3,231,3,0,0,1,6,0.049978554,14372
3123,0.87,0.57,4,227,3,0,0,1,6,0.62520313,14373
3124,0.48,0.37,3,181,2,0,0,1,0,0.005073279,14374
3125,0.84,0.79,4,222,3,0,0,1,1,0.034241676,14375
3126,0.49,0.71,3,196,3,0,0,1,1,0.012445271,14376
3127,0.67,0.93,3,206,3,0,0,1,1,0.0037990212,14377
3128,0.12,0.93,6,257,6,1,0,1,1,0.12516043,14378
3129,0.99,0.67,5,153,2,0,0,1,1,0.0049909055,14379
3130,0.17,0.59,5,250,5,0,0,1,5,0.011731029,14380
3131,0.58,0.66,3,250,5,0,0,1,7,0.00023949146,14381
3132,0.5,0.73,3,148,3,0,0,1,2,0.022079915,14382
3133,0.35,0.69,3,141,2,1,0,1,8,0.0007099509,14383
3134,0.93,0.95,6,147,3,0,0,1,9,0.9864415,14384
3135,0.73,0.87,3,142,3,0,0,1,4,0.01672092,14385
3136,0.91,0.54,3,210,2,0,0,1,5,0.008895546,14386
3137,0.72,0.66,3,152,2,0,0,1,5,0.16989127,14387
3138,0.51,0.39,3,149,3,0,0,1,5,0.0022856593,14388
3139,0.55,0.92,3,198,3,0,0,1,7,0.032492846,14389
3140,0.66,0.76,3,139,5,0,0,1,7,0.017618269,14390
3141,0.84,0.41,6,255,6,1,0,2,7,0.026979268,14391
3142,0.81,0.8,4,229,2,0,0,2,7,0.03347531,14392
3143,0.81,0.69,5,134,2,0,0,2,7,0.006984383,14393
3144,0.5,0.75,5,255,3,0,0,2,7,1.1957257e-05,14394
3145,0.78,0.68,5,189,3,0,0,2,7,0.0005925298,14395
3146,0.76,0.74,3,183,3,0,0,2,7,0.0073775053,14396
3147,0.49,0.71,3,154,2,0,0,2,7,0.9063307,14397
3148,0.99,0.61,3,167,3,0,0,2,7,0.03641388,14398
3149,0.73,0.48,4,139,5,0,0,2,7,0.98890334,14399
3150,0.88,0.74,5,245,2,0,0,2,7,0.0074806213,14400
3151,0.79,0.91,4,200,3,0,0,2,7,0.0010391772,14401
3152,0.83,0.98,3,159,2,0,0,2,7,9.13707e-05,14402
3153,0.21,0.44,4,163,6,0,0,0,7,0.03860286,14403
3154,0.87,0.52,3,158,2,1,0,1,7,0.0007016063,14404
3155,1.0,0.89,3,194,3,0,0,2,7,0.010273695,14405
3156,0.49,0.98,3,267,3,1,0,2,7,0.00043791533,14406
3157,0.51,0.63,3,183,2,0,0,2,7,0.11693981,14407
3158,0.63,0.64,3,174,2,0,0,2,2,0.031500995,14408
3159,0.91,0.63,4,240,3,0,0,1,2,0.104584455,14409
3160,0.54,0.5,2,123,4,1,0,1,2,0.030308098,14410
3161,1.0,0.59,4,174,3,0,0,1,3,0.055092156,14411
3162,0.64,0.91,5,246,3,0,0,1,3,0.023949951,14412
3163,0.65,0.96,5,173,2,0,0,1,3,0.96130353,14413
3164,0.15,0.93,4,185,5,0,0,1,3,0.0033542812,14414
3165,0.81,0.83,4,259,3,1,0,1,9,0.028898,14415
3166,0.61,0.83,3,112,4,1,0,1,9,0.011280149,14416
3167,0.86,0.55,5,219,2,0,0,2,9,0.9883484,14417
3168,0.71,0.62,3,258,2,0,0,2,9,0.71489644,14418
3169,0.72,0.82,5,287,3,0,0,2,9,0.073023915,14419
3170,0.84,0.37,5,186,2,0,0,2,9,0.0067483187,14420
3171,0.38,0.74,3,159,4,0,0,2,9,0.9880001,14421
3172,0.75,0.56,4,230,3,0,0,2,9,0.0118433535,14422
3173,0.93,0.77,5,106,5,0,0,2,9,0.002191037,14423
3174,0.71,0.64,4,189,3,0,0,2,9,0.97200686,14424
3175,0.75,0.96,3,252,3,0,0,2,9,0.0006158054,14425
3176,0.56,0.68,4,220,2,0,0,2,8,0.0002297461,14426
3177,0.57,0.82,5,218,3,0,0,2,8,0.97834724,14427
3178,0.63,0.83,4,145,4,0,0,2,8,0.019173115,14428
3179,0.59,0.91,4,142,3,1,0,2,8,0.011933535,14429
3180,0.77,0.62,3,218,2,0,0,2,8,0.012577593,14430
3181,0.65,0.7,4,157,4,0,0,2,8,0.12886485,14431
3182,0.84,0.49,4,178,3,0,0,2,8,0.0020754933,14432
3183,0.9,0.45,4,241,6,0,0,2,8,0.018373162,14433
3184,0.6,0.83,3,230,3,0,0,2,8,0.00781703,14434
3185,0.9,0.74,5,249,3,0,0,2,8,0.046710253,14435
3186,0.94,0.7,5,147,2,0,0,2,8,0.9986404,14436
3187,0.56,0.9,4,115,3,0,0,2,9,0.008338034,14437
3188,0.95,0.86,5,143,3,0,0,2,9,0.9854317,14438
3189,0.97,0.85,4,219,3,0,0,2,9,0.73379165,14439
3190,0.55,0.63,4,218,2,0,0,2,4,0.00036355853,14440
3191,0.79,0.6,5,235,2,0,0,2,0,0.011804432,14441
3192,0.49,0.76,5,237,3,0,0,0,0,0.02395174,14442
3193,0.49,0.58,5,186,2,0,0,0,0,0.9825975,14443
3194,0.57,0.65,5,177,2,0,0,0,0,0.24984533,14444
3195,0.89,0.81,4,228,4,0,0,0,0,0.011572063,14445
3196,0.66,0.59,3,204,3,0,0,0,6,0.023919553,14446
3197,0.94,0.77,5,210,3,0,0,0,6,0.0017512441,14447
3198,0.98,0.95,4,250,2,1,0,0,6,0.0038449168,14448
3199,0.18,0.52,5,185,6,0,0,0,6,0.003808111,14449
3200,0.57,0.73,3,146,3,0,0,0,0,0.8971505,14450
3201,0.67,0.55,3,217,2,0,0,0,1,1.2009381e-05,14451
3202,0.12,0.61,6,172,6,0,0,0,1,0.0034756362,14452
3203,0.48,0.95,3,184,2,0,0,0,1,0.02867198,14453
3204,0.61,0.97,3,148,3,0,0,1,1,0.9977496,14454
3205,0.23,0.52,5,236,4,0,0,1,1,0.0016388297,14455
3206,0.4,0.38,3,280,2,0,0,1,5,0.9928726,14456
3207,0.57,0.6,3,218,3,0,0,1,7,0.015787065,14457
3208,0.95,0.98,5,155,3,0,0,1,2,0.0062785447,14458
3209,0.93,0.66,4,242,4,0,0,1,8,0.023962885,14459
3210,0.7,0.88,3,166,5,0,0,1,9,0.0012701154,14460
3211,0.58,0.9,4,175,3,1,0,1,4,0.03838125,14461
3212,0.52,0.95,5,234,3,0,0,1,5,0.9877301,14462
3213,0.98,0.88,5,232,3,0,0,1,5,0.003655523,14463
3214,0.93,0.94,4,156,3,1,0,1,5,0.032601655,14464
3215,0.34,0.63,5,248,3,0,0,1,7,0.013411969,14465
3216,0.87,0.75,4,218,2,0,0,1,7,0.013936371,14466
3217,0.52,0.96,5,251,2,1,0,1,7,0.9625428,14467
3218,0.58,0.91,4,173,4,0,0,1,7,0.028939992,14468
3219,0.65,0.51,4,157,3,1,0,2,7,0.96628,14469
3220,0.74,0.59,3,274,3,0,0,2,7,0.006229192,14470
3221,0.63,0.7,5,182,3,0,0,2,7,0.00014919043,14471
